X_train,y_train
august 2017 situation barca dire neymar left madrid destroyed u supercopa club,0
seems thunderstorm heading way better retreat cave tent wont stand chance,1
anyway here video drowned u chanting black life matter,0
operational mandate regulate pedestrian behavior reduce fatality,0
got isolated colleague due misunderstanding pretty much said thing behind learnt giv,0
flood warning vehicle uhaul inundated flood water mud creek hendersonville nc,1
yeah star war collab might fortnite dont,0
meg issue areal flood advisory alcorn benton prentiss tippah union m till jan 14 545 cst,0
public art protest art resistance puerto rico hurricane veranodel2019,1
air force b52h bomber force said goodbye nuclear bomb,0
citizen gun grabbing governor order body bag via,0
sorry deluge ive wanting say least 2 month found opportunity sdfjs,0
jakarta drowning australia burning philippine erupting guess world ending,0
iran hit sandstorm amp earthquake plan attack israel,1
party starting get lit remember curfew,0
wade water wave wash drift deep end dont save low tide found peace,0
due ashfall caused taal volcano phreatic eruption vendor decided give day earning income feed,0
weather alert severe thunderstorm warning continues goldsboro nc mount olive nc elroy nc 315 pm est,1
stanley park storm bar windstorm 10 using point reference,1
honest question take ever arrest leftist activist f,0
would detonate 6150000000 yes billion atomic bomb since 1981 raise temperature ocean 0,0
knowledge fatal necessity reduces man dust pas contemptuous contemplation nothing,0
otd 1941 usworth airfield pilot officer mirosław orzechowski one polish pilot serving 607 squadron st,0
2nd year row open australiaday public holiday staff voted longer recognise,0
use resource build pipeline water rich fnq drought stricken state water australia,0
respect key want people honest im really old shitty mind game som,0
heat wave unnecessary,0
military commander likely informed trump would bomb shiraz yazd problem reducing,0
recon well get revenge norwich win burnley player back injury,0
20 old wingsi miss alot also two picture two classic royal high wing,0
thing im talented either kinda blew mind wonder many people,0
u hate rat remember im plague outbreak risk high,0
ask question get answer time ive always inundated query various quarter,0
thats one thing probably get seismic crisis scienti,0
smith add hart hopkins casualty,0
bro roll bomb backflip detonate cartwheel switch gear midair crit bow,0
injury one get swollen face black eye fever amp observation icu day back,0
might ruin,0
sow wind reap whirlwind,0
900pm 105 bush grass fire burning across nsw 38 yet contained fire currently advi,1
tw food character beaming hey b made cooky character b suspiciously whats charact,0
interviewer see ten year scavenging food climate catastrophe ravaged wastelan,0
army bighit ayo dong bts tour bighit ok di list army bighit ayo dong bts comeback bighit ok siap army bighit ban,0
f bored ordinary gift looking something unique surprise loved one explosion box,0
fuck forgot need finish editing video ive sunk like 11 hour nm past 2 day forgot,0
islamic jihadist mob attacked hindu looted amp burnt 18 house amp property bhainsa town nirmal disttelangana la,1
cbc news said operator missile launcher shot airplane cockpit taken,1
got main ive always done ispoofer direct link think,0
sne really tryna see get annihilated dm psn bro,0
absofrickinlutely better soundtrack though,0
army leave lovely lady comment drown transphobes,0
davindersingh story whackiest long time shake foundation much country,0
update cve201919781 exploit vulnerability without file use file,0
fucking day cuz crush stupid,0
rescued animal already arrived residence cousin kennel opened free temporary shelter w,1
time sir paul b began raising serious point,0
bob wall employee arsenal fc since 1928 worked assistant herbert chapman secretary general,0
dropping like fly democratprimary latest casualty coreybooker aka spartacus remember devalpa,0
giveaway im giving away two signed arc mostly devastated open australian lgbtqia reader entry link,0
update iranusiraq iran denies missile hit eu want ind investigation iraq pm pompeo want u withdrawal mech,1
swear im panicking local tired pretty girl hecking lap,0
ive never posed office block coz whenever im hired im already plotting route emergency exit,0
im going obliterate df tank,0
already panic attack like 2 hour ago ur late bye,0
great exchange return respective economic hostage cdnpoli china,0
government america safety 18 republican governor ask muslim refugee christian charity,0
hazard imitating sterling,0
certain irony fact downing airliner country underwent people power,0
travelled vega twice limerick see fight would wreck anyones head came supporting h,0
12 unreal dont know actually read tweet point end,0
dearnamjoon im back injury rehab still listen persona lift motivate much,0
today train fuckery derailed freight train near hitchin like yesterday electrical issue stor,1
teen vouge started made rumor turned meme mike penny want electrocute gay,0
morocco allegedly offered gwb 3000 monkey help detonate landmines iraq war might work well,1
would love job however believe safety line clipped,0
abuse ive tweet unbelievable ive called paedophile nonce attacked ab,0
let u begin taking look concept u trying trick enemy nation downing civilian airliner,0
please enough sex talk king ask one question bible lady get right crush,0
armed robbery p200016171 711 convenience store located 6980 lisgar dr mississauga two culprit armed wit,1
deeply saddens see negativity engulfed country getting worse everyday,0
jeff bezos say amazon donating 690000 australian bush fire effortscnbc tech,0
sad please dont let sadness destroy,0
would hilarious werent tragic got played taking back control dont think austerity,0
u bombed destabilized afghanistan iraq somalia yemen libya syria lebanon venezuela ukraine boliv,1
two day thats long two day done stage 3 bravo free ki,0
well done making collapse hysteric bus,0
aspergers helped individual let many youth adult take action towards climate chan,0
roo found member public new born lamb alone covered afterbirth whisked away wi,1
oh baby,0
william kamket mp tiaty dp least qualified talk wastage fund record cor,0
firefighter chemical facility employee experience emergency service hamilton county hazmat,0
eyewitness alive even yesterday another homicide,0
whether youre conservative liberal best luck november peace opinion youre conservativ,0
seriously trying get help contractor 1 getting lead dust ov,0
keep trying comic churchillian pose speech pattern man j,1
girl p im weak comment,0
arent interested im saying leave alone harm done,0
420 blaze,0
sri lanka release soldier prison massacre tamil lka srilanka tamil eelam,1
